Jogador,Posição,Preço,Pontuação Total,Partidas,Média,Média por C$
RBB,Robinho,A,2.03,0,0,0,0
RBB,Thonny Anderson,M,6.0,0,0,0,0
RBB,Uillian Correia,M,2.92,0,0,0,0
RBB,Vitinho,M,3.0,0,0,0,0
RBB,Weverson,L,0.76,0,0,0,0
RBB,Weverton,L,1.19,0,0,0,0
RBB,Ytalo,A,4.92,0,0,0,0
SAN,Alex,Z,2.76,0,0,0,0
SAN,Alison,M,8.75,0,0,0,0
SAN,Anderson Ceará,M,2.0,0,0,0,0
SAN,Arthur Gomes,A,4.44,0,0,0,0
SAN,Carlos Sánchez,M,6.29,0,0,0,0
SAN,Copete,A,4.0,0,0,0,0
SAN,Derick ,Z,0.77,0,0,0,0
SAN,Diego Pituca,M,7.91,0,0,0,0
SAN,Felipe Jonatan,L,12.21,0,0,0,0
SAN,Ivonei,M,1.08,0,0,0,0
SAN,Jean Mota,M,3.61,0,0,0,0
SAN,Jobson,M,3.83,0,0,0,0
SAN,John Victor,G,1.0,0,0,0,0
SAN,João Paulo,G,8.92,0,0,0,0
SAN,Kaio Jorge,A,4.03,0,0,0,0
SAN,Luan Peres ,Z,6.66,0,0,0,0
SAN,Lucas Braga,A,2.98,0,0,0,0
SAN,Lucas Lourenço,M,2.36,0,0,0,0
SAN,Lucas Veríssimo,Z,8.29,0,0,0,0
SAN,Luiz Felipe,Z,4.39,0,0,0,0
SAN,Madson,L,5.14,0,0,0,0
SAN,Marcos Leonardo,A,0.77,0,0,0,0
SAN,Marinho,A,23.26,0,0,0,0
SAN,Matheus Moraes,M,1.0,0,0,0,0
SAN,Pará,L,8.41,0,0,0,0
SAN,Raniel,A,5.7,0,0,0,0
SAN,Sandry,M,2.0,0,0,0,0
SAN,Soteldo,A,7.11,0,0,0,0
SAN,Tailson,A,2.68,0,0,0,0
SAN,Uribe,A,3.33,0,0,0,0
SAN,Vladimir,G,6.43,0,0,0,0
SAN,Wagner Leonardo,Z,1.94,0,0,0,0
SAO,Arboleda,Z,10.07,0,0,0,0
SAO,Brenner,A,4.26,0,0,0,0
SAO,Bruno Alves,Z,7.83,0,0,0,0
SAO,Daniel Alves,M,13.99,0,0,0,0
SAO,Diego,Z,2.69,0,0,0,0
SAO,Gabriel Sara,M,5.79,0,0,0,0
SAO,Gonzalo Carneiro,A,3.01,0,0,0,0
SAO,Helinho,A,4.08,0,0,0,0
SAO,Hernanes,M,8.55,0,0,0,0
SAO,Igor Gomes,M,3.17,0,0,0,0
SAO,Igor Vinícius,L,5.56,0,0,0,0
SAO,Joao Rojas,A,6.0,0,0,0,0
SAO,Juanfran,L,6.21,0,0,0,0
SAO,Júnior,G,1.0,0,0,0,0
SAO,Liziero,M,4.4,0,0,0,0
SAO,Luan,M,3.31,0,0,0,0
SAO,Lucas Perri,G,1.1,0,0,0,0
SAO,Luciano,A,7.73,0,0,0,0
SAO,Léo,L,4.61,0,0,0,0
SAO,Pablo,A,8.36,0,0,0,0
SAO,Patryck,L,1.0,0,0,0,0
SAO,Paulinho Bóia,A,5.48,0,0,0,0
SAO,Reinaldo,L,13.31,0,0,0,0
SAO,Rodrigo Freitas,Z,1.0,0,0,0,0
SAO,Rodrigo Nestor,M,2.0,0,0,0,0
SAO,Shaylon,M,3.0,0,0,0,0
SAO,Tchê Tchê,M,8.18,0,0,0,0
SAO,Thiago Couto,G,1.0,0,0,0,0
SAO,Tiago Volpi,G,12.83,0,0,0,0
SAO,Toró,A,3.7,0,0,0,0
SAO,Tréllez,A,4.0,0,0,0,0
SAO,Vitor Bueno,M,7.45,0,0,0,0
SAO,Walce,Z,4.0,0,0,0,0
SPO,Adryelson,Z,4.37,0,0,0,0
SPO,Alê Santos,M,2.0,0,0,0,0
SPO,Betinho,M,4.89,0,0,0,0
SPO,Bruninho,M,4.12,0,0,0,0
SPO,Carlos Eduardo,G,2.0,0,0,0,0
SPO,Chico,Z,2.3,0,0,0,0
SPO,Elias Lira,L,1.0,0,0,0,0
SPO,Hernane,A,3.48,0,0,0,0
SPO,Iago Maidana,Z,7.04,0,0,0,0
SPO,Jonatan Gomez,M,10.95,0,0,0,0
SPO,João Igor,M,1.93,0,0,0,0
SPO,Leandro Barcia,A,5.41,0,0,0,0
SPO,Luan Polli ,G,4.97,0,0,0,0
SPO,Lucas Mugni,M,4.19,0,0,0,0
SPO,Lucas Venuto,A,2.16,0,0,0,0
SPO,Luciano Juba,L,2.85,0,0,0,0
SPO,Marcos Serrato,M,3.0,0,0,0,0
SPO,Marcão Silva,M,4.42,0,0,0,0
SPO,Marquinhos,A,6.1,0,0,0,0
SPO,Maxwell,A,2.54,0,0,0,0
SPO,Maílson,G,1.89,0,0,0,0
SPO,Patric,L,9.52,0,0,0,0
SPO,Pedrão,Z,1.0,0,0,0,0
SPO,Philip,M,1.38,0,0,0,0
SPO,Rafael Thyere,Z,4.0,0,0,0,0
SPO,Raul Prata,L,5.0,0,0,0,0
SPO,Ricardinho,M,3.65,0,0,0,0
SPO,Rogério,A,4.36,0,0,0,0
SPO,Ronaldo Henrique,M,3.01,0,0,0,0
SPO,Ronaldo Silva,A,0.81,0,0,0,0
SPO,Sander,L,8.24,0,0,0,0
SPO,Thiago Neves,M,3.66,0,0,0,0
SPO,Túlio,G,1.0,0,0,0,0
SPO,Ítalo,M,1.0,0,0,0,0
VAS,Alexander,G,3.0,0,0,0,0
VAS,Alexandre Melo,L,2.0,0,0,0,0
VAS,Andrey,M,6.48,0,0,0,0
VAS,Andrey dos Santos,M,1.0,0,0,0,0
VAS,Benítez,M,8.69,0,0,0,0
VAS,Breno,Z,6.0,0,0,0,0
VAS,Bruno César,M,3.51,0,0,0,0
VAS,Bruno Gomes,M,3.32,0,0,0,0
VAS,Cano,A,13.29,0,0,0,0
VAS,Carlinhos,M,4.16,0,0,0,0
VAS,Cayo Tenório,L,4.88,0,0,0,0
VAS,Fellipe Bastos,M,10.47,0,0,0,0
VAS,Fernando Miguel,G,8.22,0,0,0,0
VAS,Gabriel Pec,M,2.88,0,0,0,0
VAS,Guarín,M,11.0,0,0,0,0
VAS,Guilherme Parede,A,2.28,0,0,0,0
VAS,Henrique,L,7.53,0,0,0,0
VAS,Juninho,M,2.5,0,0,0,0
VAS,Kaio Magno,A,2.0,0,0,0,0
VAS,Leandro Castan,Z,14.47,0,0,0,0
VAS,Lucas Santos,M,1.68,0,0,0,0
VAS,Lucão,G,2.0,0,0,0,0
VAS,Marcelo Alves,Z,1.67,0,0,0,0
VAS,Marcos Júnior,M,3.36,0,0,0,0
VAS,Miranda,Z,3.7,0,0,0,0
VAS,Nathan,L,1.0,0,0,0,0
VAS,Neto Borges,L,3.79,0,0,0,0
VAS,Ramon,L,7.0,0,0,0,0
VAS,Ribamar,A,4.5,0,0,0,0
VAS,Ricardo,Z,7.55,0,0,0,0
VAS,Riquelme,L,1.0,0,0,0,0
VAS,Talles Magno,A,10.69,0,0,0,0
VAS,Tiago Reis,A,3.0,0,0,0,0
VAS,Ulisses,Z,2.0,0,0,0,0
VAS,Vinícius,A,2.54,0,0,0,0
VAS,Werley,Z,4.0,0,0,0,0
VAS,Yago Pikachu,L,7.62,0,0,0,0
VAS,Ygor Catatau,A,2.75,0,0,0,0
